,Job Title,Company Name,Location,Salary,Summary
2732,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2733,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2734,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2735,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2736,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2737,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2738,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2739,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2740,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2741,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2742,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2743,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2744,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2745,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2746,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2747,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2748,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2749,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2750,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2751,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2752,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2753,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2754,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2755,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2756,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2757,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2758,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2759,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2760,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2761,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2762,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2763,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2764,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2765,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2766,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2767,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2768,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2769,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2770,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2771,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2772,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2773,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2774,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2775,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2776,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2777,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2778,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2779,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2780,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2781,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2782,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2783,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2784,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2785,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2786,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2787,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2788,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2789,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2790,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2791,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2792,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2793,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2794,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2795,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2796,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2797,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2798,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2799,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2800,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2801,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2802,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2803,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2804,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2805,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2806,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2807,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2808,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2809,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2810,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2811,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2812,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2813,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2814,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2815,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2816,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2817,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2818,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2819,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2820,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2821,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2822,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2823,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2824,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2825,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2826,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2827,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2828,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2829,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2830,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2831,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2832,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2833,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2834,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2835,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2836,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2837,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2838,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2839,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2840,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2841,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2842,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2843,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2844,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2845,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2846,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2847,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2848,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2849,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2850,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2851,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2852,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2853,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2854,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2855,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2856,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2857,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2858,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
2859,UI/API Quality Assurance Engineer 1 (Feature/Regression),Juniper Networks,"Bengaluru, Karnataka",Nothing_found,"Knowledge in machine learning is a plus.
Build outstanding experiences with Juniper-Mist technologies.
We are in a new era of API-first, enterprise-grade Wired…"
2860,SDE I,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",Nothing_found,"Primary role is a full stack software engineer designing and building user-friendly and intuitive applications, build BigData systems that crunch TB scale of…"
2861,Chief Tech Officer,Michael Page,"Gurgaon, Haryana",Nothing_found,"Qualified engineer, a Master's degree with specialization in Structural engineering will be an added advantage.
Managing investors from a technology standpoint."
2862,Software Engineer - CIMD - Marcus by Goldman Sachs,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2863,Channel Sales Engineer,CrowdStrike,Karnataka,Nothing_found,"Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations in machine learning and behavioral-based detection,…"
2864,Software Development Engineer (Relaunch Your Career),MasterCard,"Pune, Maharashtra",Nothing_found,"Comprehensive learning resources to help you settle in and grow – from learning about our business, to workshops on presentations and networking, online…"
2865,"Software Development Engineer – Applications, Python, Cloud",ViaSat,"Chennai, Tamil Nadu",Nothing_found,"Employ machine learning techniques where applicable.
You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous…"
2866,Software Engineer - Low Latency C++ Developer - Equities Electronic Trading,Goldman Sachs,"Bengaluru, Karnataka",Nothing_found,"Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…"
2867,Senior Manager - Memory Circuit Design,Micron,"Hyderabad, Telangana",Nothing_found,"Knowledge of state machine logic / design verification techniques.
Experience leading a team of design engineers or technical experts."
2868,"Manager, Software Development",Amazon Dev Center India - Hyd,"Hyderabad, Telangana",Nothing_found,"We aim to leverage cutting edge technologies in big data, machine learning, and optimization techniques, and operate high volume, low latency, and high…"
2869,DevOps / Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",Nothing_found,"Expertise with big data, analytics, machine learning, and personalization.
Our engineering hurdles sit at the intersection of technologies ranging from mobile,…"
2870,System Integration DevOps/Test Engineer,IBM,"Bengaluru, Karnataka",Nothing_found,"Incorporating a host of tools, from machine learning to robotic process automation, the integrated IBM® Automation Platform for Digital Business is designed to…"
2871,Back End Engineer,HR Devi and Associates,"Mumbai, Maharashtra","₹20,00,000 - ₹22,50,000 a year",":- Experience leading multi-engineer projects and mentoring junior engineers.
:-Mentor junior engineers on software design, coding practices and TDD."
2872,Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",Nothing_found,"Create A/B experiments - work with engineers to implement them and interpret their results.
“The goal is to turn data into information and information into…"
2873,Software Engineering (GTS)-Lead Engineer,FICO,"Bengaluru, Karnataka",Nothing_found,"This position requires an experienced engineer who is goal-oriented, able to multitask, willing to mentor junior engineers and can work independently and in…"
